x,y,spatial_ref,power,heat_pump_power,capex,opex,utc,npv,hprod,cop,cophp,pres,flow_rate,welld,inj_temp,prd_temp,transmissivity_with_ntg,thickness,transmissivity,permeability,temperature,geometry,distance_to_city
139000.0,457000.0,0,4.095713138580322,0.0,14.851242065429688,-0.8585962057113647,10.834855079650879,-1.1682071272532075,518256.78125,6.1565117835998535,0.0,68.00436401367188,146.26075744628906,774.0234375,59.08049011230469,86.35248565673828,4.050264486999718,134.33009338378906,4119.890651184745,30.66990089416504,89.08049011230469,POINT (139000 457000),0.0
138000.0,458000.0,0,4.083404064178467,0.0,15.021842956542969,-0.8595489263534546,10.9512357711792,-1.3270575857619522,516699.25,6.088940620422363,0.0,68.89837646484375,146.2366180419922,774.0234375,59.642539978027344,86.8578872680664,3.979135584864082,137.52389526367188,4051.660263393598,29.46150016784668,89.64253997802734,POINT (138000 458000),0.0
136000.0,459000.0,0,4.016822814941406,0.0,15.181413650512695,-0.8496992588043213,11.161978721618652,-1.594630528807989,508274.28125,6.009880065917969,0.0,69.97127532958984,144.32542419433594,751.3671875,59.50727081298828,86.64905548095703,3.8578939380491812,141.1186981201172,3933.4156241925666,27.87310028076172,89.50727081298828,POINT (136000 459000),0.0
128000.0,461000.0,0,3.9911866188049316,0.0,14.02226734161377,-0.8215919733047485,10.549551010131836,-0.7493578259986101,505030.34375,6.470320224761963,0.0,64.11427307128906,140.58316040039062,785.3515625,53.304290771484375,80.82371520996094,4.418686701639382,129.35220336914062,4522.709017672227,34.964298248291016,83.30429077148438,POINT (128000 461000),0.0
135000.0,459000.0,0,3.783601999282837,0.0,15.241032600402832,-0.8057024478912354,11.660801887512207,-2.1468540155536293,478763.375,5.905569076538086,0.0,71.10527801513672,137.1556396484375,728.7109375,60.13877868652344,87.06517791748047,3.5560410311606283,141.90989685058594,3626.7629713596543,25.556800842285156,90.13877868652344,POINT (135000 459000),0.0
137000.0,458000.0,0,3.757190227508545,0.0,14.950016975402832,-0.7953734993934631,11.54390811920166,-1.9818184259077012,475421.3125,5.9979729652404785,0.0,69.7409439086914,135.8269805908203,740.0390625,59.69158935546875,86.66444396972656,3.6072673432338997,138.68389892578125,3672.266521247104,26.479400634765625,89.69158935546875,POINT (137000 458000),0.0
134000.0,458000.0,0,3.722423553466797,0.0,13.487869262695312,-0.7612227201461792,10.733065605163574,-0.9322831360358745,471022.03125,6.590702533721924,0.0,62.471351623535156,130.9312744140625,717.3828125,50.67339324951172,78.1743392944336,4.261867166122895,141.345703125,4344.853921182454,30.739200592041016,80.67339324951172,POINT (134000 458000),0.0
131000.0,459000.0,0,3.5108423233032227,0.0,13.421077728271484,-0.7205675840377808,11.125567436218262,-1.3500880061930984,444249.34375,6.524045944213867,0.0,62.91640090942383,124.48419189453125,706.0546875,52.150489807128906,79.45388793945312,3.921310891855027,139.42210388183594,4009.1104024032247,28.755199432373047,82.1504898071289,POINT (131000 459000),0.0
136000.0,458000.0,0,3.3977489471435547,0.0,14.988810539245605,-0.7261892557144165,12.403105735778809,-2.789609156676328,429938.875,5.84938383102417,0.0,71.2249526977539,124.6374740600586,706.0546875,60.444427490234375,87.05632781982422,3.177778500772644,139.77879333496094,3235.69745309063,23.148700714111328,90.44442749023438,POINT (136000 458000),0.0
135000.0,458000.0,0,3.3758082389831543,0.0,14.861736297607422,-0.7195965647697449,12.375447273254395,-2.739695990111223,427162.59375,5.889853477478027,0.0,70.70397186279297,123.53365325927734,694.7265625,59.30726623535156,85.96269226074219,3.202128997070354,140.7270965576172,3262.1526496901934,23.180700302124023,89.30726623535156,POINT (135000 458000),0.0
138000.0,457000.0,0,3.3506529331207275,0.0,14.732589721679688,-0.7130247354507446,12.358217239379883,-2.6995567672924694,423979.53125,5.916060924530029,0.0,70.13062286376953,122.83934783935547,706.0546875,60.601219177246094,87.21243286132812,3.16138577479442,135.57020568847656,3214.4237544813077,23.710399627685547,90.6012191772461,POINT (138000 457000),0.0
134000.0,453000.0,0,3.112091064453125,0.0,15.492157936096191,-0.678309440612793,13.558761596679688,-3.7838194927978988,393792.78125,5.562461853027344,0.0,74.58672332763672,116.96102142333984,706.0546875,64.16902160644531,90.23336791992188,2.7360225968979743,128.9261016845703,2762.8219708052347,21.429500579833984,94.16902160644531,POINT (134000 453000),0.0
140000.0,456000.0,0,2.8065011501312256,0.0,14.214370727539062,-0.598945140838623,13.637803077697754,-3.4880574044175,355124.53125,5.871789932250977,0.0,69.50275421142578,104.93107604980469,672.0703125,60.84917449951172,86.93143463134766,2.6668725702218974,130.66050720214844,2710.7873414400383,20.74679946899414,90.84917449951172,POINT (140000 456000),0.0
132000.0,452000.0,0,1.8183977603912354,0.0,13.332329750061035,-0.393036425113678,17.993732452392578,-4.966125533457809,230093.484375,5.681973457336426,0.0,68.71702575683594,72.0166244506836,570.1171875,59.04832458496094,83.63021087646484,1.808157041285734,126.9561996459961,1833.2728953372934,14.440199851989746,89.04832458496094,POINT (132000 452000),0.0
137000.0,457000.0,0,1.8066920042037964,0.0,13.877962112426758,-0.39666250348091125,18.72154426574707,-5.383401120601443,228612.296875,5.461673736572266,0.0,71.47514343261719,72.66780853271484,547.4609375,61.160621643066406,85.42484283447266,1.705992845800608,136.7841033935547,1734.6139696833561,12.681400299072266,91.1606216430664,POINT (137000 457000),0.0
133000.0,453000.0,0,1.7995401620864868,0.0,10.319205284118652,-0.3565897047519684,14.621556282043457,-2.8413780284612455,227707.328125,7.219202995300293,0.0,52.774009704589844,65.197998046875,536.1328125,40.94523620605469,67.38016510009766,2.591822295610525,129.8903045654297,2622.770969792269,20.19219970703125,70.94523620605469,POINT (133000 453000),0.0
